Ime;Višinska_razlika;Zahtevnost;Čas 
Dom na Uršlji gori;627;lahka označena pot;1 h 50 min
Dom na Uršlji gori;910;lahka označena pot;2 h 20 min
Dom na Uršlji gori;280;lahka označena pot;40 min
Dom na Uršlji gori;705;lahka označena pot;2 h 35 min
Dom na Uršlji gori;1066;lahka označena pot;3 h 5 min
Dom na Uršlji gori;665;lahka označena pot;2 h 5 min
Dom na Uršlji gori;900;lahka označena pot;2 h 35 min
Dom na Uršlji gori;1047;lahka neoznačena steza;2 h 40 min
Dom na Uršlji gori;665;lahka označena pot;2 h 20 min
Dom na Uršlji gori;1119;lahka označena pot;3 h 20 min
Dom na Zelenici;480;lahka označena pot;1 h 20 min
Dom na Zelenici;500;lahka označena pot;1 h 25 min
Dom na Zelenici;750;zelo zahtevna neoznačena steza;2 h 50 min
Dom na Zelenici;478;lahka neoznačena steza;1 h 30 min
Dom na Zelenici;800;zelo zahtevna neoznačena steza;3 h 5 min
Dom na Zelenici;485;lahka neoznačena steza;1 h 30 min
Dom pri izviru Završnice;355;lahka označena pot;1 h
Dom pri izviru Završnice;500;lahka označena pot;1 h 40 min
Dom Pristava v Javorniškem Rovtu;345;lahka označena pot;1 h 40 min
Dom Pristava v Javorniškem Rovtu;500;delno zahtevna označena pot;2 h
Dom v Dragi;64;lahka označena pot;25 min
Donačka gora;294;lahka označena pot;45 min
Donačka gora;650;zahtevna označena pot;2 h
Donačka gora;495;zahtevna označena pot;1 h 35 min
Donačka gora;564;zahtevna označena pot;1 h 30 min
Donačka gora;564;lahka označena pot;1 h 35 min
Donačka gora;600;lahka označena pot;2 h 5 min
Donačka gora;640;zahtevna označena pot;2 h 35 min
Donačka gora;530;lahka označena pot;1 h 45 min
Donačka gora;350;zahtevna označena pot;1 h 35 min
Donačka gora;665;zahtevna označena pot;2 h 55 min
Donačka gora;590;zahtevna označena pot;2 h 35 min
Donačka gora (vzhodni vrh);600;zahtevna označena pot;2 h 15 min
Donačka gora (vzhodni vrh);335;delno zahtevna označena pot;1 h 5 min
Donačka gora (vzhodni vrh);550;zahtevna označena pot;2 h 15 min
Donačka gora (vzhodni vrh);625;zahtevna označena pot;2 h 35 min
Donačka gora (vzhodni vrh);320;zahtevna označena pot;1 h 15 min
Donačka gora (vzhodni vrh);605;delno zahtevna označena pot;1 h 55 min
Donačka gora (vzhodni vrh);640;delno zahtevna označena pot;2 h 25 min
Donačka gora (vzhodni vrh);570;delno zahtevna označena pot;2 h 5 min
Donačka gora (vzhodni vrh);460;zahtevna označena pot;1 h 15 min
Donačka gora (vzhodni vrh);563;zahtevna označena pot;1 h 40 min
Doslovška planina;85;lahka neoznačena steza;10 min
Dovška Baba;691;lahka označena pot;1 h 45 min
Dovška Baba;1131;lahka označena pot;3 h
Dovška Baba;691;lahka označena pot;1 h 50 min
Dovška Baba;826;lahka neoznačena steza;2 h 15 min
Dovška Baba;880;lahka označena pot;2 h 45 min
Dovška Baba;780;lahka neoznačena steza;2 h 30 min
Dovška Baba;1145;lahka neoznačena steza;3 h 15 min
Dovška Baba;1350;lahka neoznačena steza;4 h 40 min
Dovška Baba;1315;lahka neoznačena steza;4 h 30 min
Dovška Mala Kepa;1275;zahtevna neoznačena steza;5 h 15 min
Erjavčev rovt (Planina Mlinca);375;lahka označena pot;1 h
Erjavčev rovt (Planina Mlinca);375;lahka neoznačena steza;1 h 10 min
Formila na Boču;390;lahka označena pot;1 h
Formila na Boču;460;lahka označena pot;1 h 10 min
Formila na Boču;390;lahka označena pot;1 h 20 min
Formila na Boču;400;lahka označena pot;2 h
Formila na Boču;495;lahka označena pot;2 h 5 min
Fričev vrh;325;lahka označena pot;1 h 35 min
Fričev vrh;350;lahka označena pot;2 h
Gank;220;lahko brezpotje;30 min
Golarjeva peč;150;lahka neoznačena steza;30 min
Goležev grad;100;lahka neoznačena steza;40 min
Goležev grad;65;lahka neoznačena steza;25 min
Golica;855;lahka označena pot;2 h 10 min
Golica;625;lahka označena pot;2 h
Golica;900;lahka označena pot;3 h
Golica;855;delno zahtevna označena pot;2 h 10 min
Golica;645;lahka neoznačena steza;2 h
Golica;875;lahka označena pot;2 h 45 min
Golica;855;lahka neoznačena steza;2 h 45 min
Golica;900;lahka neoznačena steza;2 h 45 min
Golica;855;delno zahtevna neoznačena pot;3 h
Golica;1210;delno zahtevna označena pot;3 h 45 min
Golica;1285;delno zahtevna označena pot;3 h 35 min
Golica;1320;delno zahtevna označena pot;3 h 50 min
Gonžarjeva peč;125;izjemno zahtevna označena pot;30 min
Gonžarjeva peč;125;lahka označena pot;30 min
Govca (Olševa);720;zahtevna označena pot;2 h 10 min
Govca (Olševa);560;lahka označena pot;1 h 45 min
Govca (Olševa);705;lahka označena pot;3 h
Govca (Olševa);1252;delno zahtevna označena pot;3 h 45 min
Govca (Olševa);740;zahtevna označena pot;2 h 30 min
Govca (Olševa);710;zahtevna označena pot;2 h 15 min
Govca (Olševa);860;lahka označena pot;3 h 45 min
Govca (Olševa);735;zahtevna označena pot;2 h 25 min
Govca (Olševa);555;lahka neoznačena steza;1 h 45 min
Govca (Olševa);875;lahka označena pot;4 h 30 min
Govca (Olševa);1150;lahka označena pot, lahka neoznačena steza;4 h 45 min
Govca (Olševa);1215;lahka neoznačena steza, lahka označena pot;4 h 30 min
Govca (Olševa);1215;lahka neoznačena steza, lahka označena pot;4 h 15 min
Govca (Olševa);1215;lahka neoznačena steza, lahka označena pot;4 h 25 min
Govševa planina;210;lahka označena pot;1 h 45 min
Govševa planina;225;lahka označena pot;2 h 30 min
Grad Konjice;182;lahka označena pot;30 min
Grad Konjice;190;lahka označena pot;30 min
Grad Lindek;260;lahka označena pot;45 min
Gradišče nad Sotesko (Soteska);154;lahka neoznačena steza;30 min
Grilova kapela na Boču;515;lahka označena pot;2 h
Grilova kapela na Boču;515;lahka označena pot;2 h 20 min
Grilova kapela na Boču;259;lahka označena pot;45 min
Grobnica barona Borna;38;lahka neoznačena steza;7 min
Grpišca;735;lahka neoznačena steza;2 h
Gubno;970;delno zahtevna označena pot, lahka neoznačena steza;2 h 35 min
Gubno;920;delno zahtevna označena pot, lahka neoznačena steza;3 h
Gubno;1300;zahtevna označena pot, lahka neoznačena steza;5 h
Hajnževo sedlo;751;lahka označena pot;2 h 5 min
Hajnževo sedlo;750;zahtevna označena pot;2 h 45 min
Hajnževo sedlo;790;zahtevna označena pot;2 h 45 min
Hajnževo sedlo;1045;lahka označena pot;3 h 30 min
Hom (nad Prevaljami);800;lahka neoznačena steza;3 h
Hom (nad Prevaljami);700;lahka neoznačena steza;2 h 40 min
Hrašenska planina;731;lahka neoznačena steza;2 h
Hrašenska planina;350;lahka neoznačena steza;1 h
Hribarska (Huda) zijalka;500;zahtevna neoznačena steza;1 h
Hruška planina;203;lahka neoznačena steza;30 min
Hruška planina;768;lahka neoznačena steza;2 h
Hruški vrh;860;lahka označena pot;2 h 30 min
Hruški vrh;576;lahka označena pot;2 h
Hruški vrh;601;lahka neoznačena steza;1 h 35 min
Hruški vrh;750;lahka neoznačena steza;2 h 25 min
Hruški vrh;626;lahka neoznačena steza;1 h 45 min
Hruški vrh;1166;lahka neoznačena steza;3 h
Hruški vrh;615;lahka neoznačena steza;1 h 40 min
Hruški vrh;1160;lahka označena pot;3 h 50 min
Hruški vrh;1200;lahka označena pot;4 h
Hvadnik;250;zelo zahtevna označena pot;2 h
Izvir Javornika;61;lahka označena pot;15 min
Izvir reke Meže;15;lahka označena pot;8 min
Izvir Sotle;315;lahka označena pot;1 h 30 min
Izvir Sotle;350;lahka označena pot;2 h 45 min
Izvir Sotle;360;lahka označena pot;1 h 40 min
Izvir Sotle;350;lahka označena pot;1 h 15 min
Izvir Sotle;340;lahka označena pot;1 h 15 min
Javorče;580;lahko brezpotje;2 h 5 min
Javorče;867;lahko brezpotje;2 h 35 min
Javorniški slapovi;100;delno zahtevna neoznačena pot;30 min
Jelenkamen;496;delno zahtevna označena pot;1 h 20 min
Jelenkamen;536;lahka neoznačena steza;1 h 15 min
Jelenkamen;536;delno zahtevna neoznačena pot;1 h 35 min
Jelenkamen;496;lahka neoznačena steza;1 h 20 min
Jelenkamen;496;delno zahtevna neoznačena pot;1 h 15 min
Jerebikovec;548;lahka neoznačena steza;1 h 20 min
Jerman;180;izjemno zahtevna označena pot;1 h 10 min
Jesenik (Jesenikov vrh);704;lahka neoznačena steza;2 h
Jesenik (Jesenikov vrh);250;lahka neoznačena steza;1 h 5 min
Jesenik (Jesenikov vrh);710;lahka neoznačena steza;2 h 5 min
Jesenik (Jesenikov vrh);375;lahka neoznačena steza;1 h 45 min
Jeseniška planina;450;lahka označena pot;1 h 30 min
Jeseniška planina;230;lahka neoznačena steza;45 min
Jezero Završnica;35;lahka označena pot;25 min
Joški vrh;315;lahka neoznačena steza;2 h
Joški vrh;300;lahka neoznačena steza;1 h 5 min
Joški vrh;25;lahka neoznačena steza;15 min
Joški vrh;270;lahka neoznačena steza;1 h 5 min
Joški vrh;245;lahka neoznačena steza;1 h 15 min
Joški vrh;320;lahka neoznačena steza;1 h 35 min
Jureževa planina;528;lahka neoznačena steza;1 h 30 min
Kališje;415;lahka neoznačena steza;1 h 40 min
Kalvarija nad Jesenicami;184;lahka označena pot;25 min
Kalvarija nad Jesenicami;204;lahka neoznačena steza;35 min
Kamnati vrh;650;lahka neoznačena steza;2 h
Kamnati vrh;585;lahka označena pot;2 h
Kamnek;343;lahka označena pot;1 h
Kamnek;355;lahka neoznačena steza;1 h 5 min
Kamnek;333;lahka označena pot;55 min
Kamnek;355;delno zahtevna označena pot;1 h 5 min
Kamnek;340;lahka neoznačena steza;1 h
Kamnek;333;delno zahtevna označena pot;55 min
Kamnitnik;550;lahka neoznačena steza, lahko brezpotje;1 h 45 min
Kamnitnik;919;lahka neoznačena steza, lahko brezpotje;2 h 45 min
Kapelica Marijina roka (Stenica);620;lahka označena pot;1 h 40 min
Kapelica Marijina roka (Stenica);620;lahka neoznačena steza;1 h 40 min
Kapelica Srca Jezusovega (Jelendol);45;lahka neoznačena steza;8 min
Kapelica sv. Barbare na Pejcah;160;lahka neoznačena steza;25 min
Kepa;1451;zahtevna označena pot;4 h 15 min
Kepa;1200;zahtevna označena pot;3 h 50 min
Kepa;1100;zahtevna označena pot;4 h 15 min
Kepa;1550;zelo zahtevna neoznačena steza;4 h
Kepa;1150;zahtevna neoznačena steza;4 h
Kepa;1550;zahtevna označena pot;4 h
Kepa;1000;zahtevna označena pot;3 h
Kepa;1540;zahtevna označena pot;5 h 10 min
Kepa;1480;zahtevna označena pot;5 h 5 min
Klek;800;lahka neoznačena steza;2 h 20 min
Klek;603;lahka neoznačena steza;1 h 35 min
Klek;578;lahka neoznačena steza;1 h 30 min
Klek;800;lahka neoznačena steza;2 h 30 min
Klek;773;lahka neoznačena steza;3 h
Klek;700;zahtevna neoznačena steza;2 h 5 min
Klek;790;lahko brezpotje;2 h 15 min
Klek;1140;lahka neoznačena steza;3 h 40 min
Koča na Golici;602;lahka označena pot;1 h 30 min
Koča na Golici;375;lahka označena pot;1 h 20 min
Koča na Golici;620;lahka označena pot;2 h 5 min
Koča na Golici;602;delno zahtevna označena pot;1 h 30 min
Koča na Golici;602;lahka neoznačena steza;2 h 5 min
Koča na Ljubelju;312;lahka označena pot;45 min
Koča na Ljubelju;360;lahka označena pot;1 h
Koča na Ljubelju;385;lahka neoznačena steza;1 h 5 min
Koča na Naravskih ledinah;100;lahka označena pot;1 h 30 min
Koča na Naravskih ledinah;492;lahka označena pot;1 h 30 min
Koča na Naravskih ledinah;420;lahka označena pot;1 h 45 min
Koča na Naravskih ledinah;715;lahka označena pot;3 h 10 min
Koča na Naravskih ledinah;670;lahka označena pot;2 h 55 min
Koča na Naravskih ledinah;825;lahka označena pot;3 h 45 min
Koča na Naravskih ledinah;615;lahka označena pot;2 h 40 min
Koča na Naravskih ledinah;630;lahka neoznačena steza;2 h 50 min
Koča na Pikovem;367;lahka označena pot;1 h 15 min
Koča na Pikovem;428;lahka označena pot;1 h 15 min
Koča na Pikovem;540;lahka označena pot;2 h
Koča na Pikovem;530;lahka označena pot;2 h
Koča na Pikovem;575;lahka označena pot;2 h 15 min
Koča na Pikovem;175;lahka neoznačena steza;1 h 15 min
Koča na Pikovem;112;lahka označena pot;20 min
Koča na Pikovem;465;lahka neoznačena steza;1 h 40 min
Koča na planini Preval-a;300;delno zahtevna neoznačena pot;1 h 30 min
Koča na planini Preval-a;541;lahka označena pot;1 h 30 min
Koča na planini Preval-a;622;delno zahtevna označena pot;1 h 30 min
Koča na planini Preval-a;700;lahka neoznačena steza;2 h 15 min
Koča Pr Zdravc;648;lahka označena pot;2 h
Koča Pr Zdravc;360;lahka označena pot;1 h 30 min
Koča Pr Zdravc;440;lahka označena pot;1 h 35 min
Koča Pr Zdravc;263;lahka neoznačena steza;45 min
Koča Pr Zdravc;648;lahka označena pot;2 h
Koča Vrtača;230;lahka označena pot;40 min
Kofce gora;1052;delno zahtevna označena pot;2 h 35 min
Kofce gora;687;delno zahtevna označena pot;1 h 30 min
Kofce gora;439;lahka neoznačena steza, delno zahtevna označena pot;1 h 15 min
Kofce gora;917;delno zahtevna označena pot;2 h 15 min
Kofce gora;1236;delno zahtevna označena pot;2 h 45 min
Kofce gora;1236;delno zahtevna označena pot;2 h 50 min
Končnikov vrh;1480;zelo zahtevna označena pot;4 h 15 min
Končnikov vrh;416;lahka označena pot;1 h 30 min
Končnikov vrh;950;lahka označena pot;3 h 15 min
Končnikov vrh;825;lahka označena pot;2 h 45 min
Končnikov vrh;945;lahka označena pot;2 h 55 min
Končnikov vrh;825;zelo zahtevna označena pot;2 h 45 min
Končnikov vrh;1480;lahka označena pot;4 h 30 min
Končnikov vrh;1040;lahka neoznačena steza;2 h 30 min
Končnikov vrh;930;lahka označena pot;3 h 15 min
Končnikov vrh;1685;lahka označena pot;5 h 45 min
Kordeževa glava (Peca);715;lahka označena pot;2 h 15 min
Kordeževa glava (Peca);715;zelo zahtevna označena pot;2 h 15 min
Kordeževa glava (Peca);1100;lahka označena pot;3 h 30 min
Kordeževa glava (Peca);1045;lahka neoznačena steza;2 h 45 min
Kordeževa glava (Peca);1550;zelo zahtevna označena pot;5 h 30 min
Kordeževa glava (Peca);1285;lahka označena pot;4 h 15 min
Kordeževa glava (Peca);1100;lahka označena pot;4 h
Kordeževa glava (Peca);1120;zelo zahtevna označena pot;3 h 30 min
Kordeževa glava (Peca);480;lahka označena pot;2 h 15 min
Kordeževa glava (Peca);1270;zelo zahtevna označena pot;4 h 15 min
Kordeževa glava (Peca);1000;lahka označena pot;3 h 25 min
Kordeževa glava (Peca);1000;lahka označena pot;3 h 50 min
Kordeževa glava (Peca);1550;lahka označena pot;5 h 15 min
Kordeževa glava (Peca);1835;lahka označena pot;6 h 30 min
Kordeževa glava (Peca);1675;lahka označena pot;5 h
Kordeževa glava (Peca);1670;zelo zahtevna označena pot;5 h
Kordeževa glava (Peca);1180;zelo zahtevna označena pot;3 h 45 min
Kordeževa glava (Peca);1320;lahka označena pot;4 h
Kordeževa glava (Peca);1180;lahka označena pot;4 h 15 min
Kordeževa glava (Peca);1320;zelo zahtevna označena pot;4 h
Kordeževa glava (Peca);1510;lahka označena pot;4 h 40 min
Kordeževa glava (Peca);1510;zelo zahtevna označena pot;4 h 40 min
Košutica;1000;zahtevna označena pot;2 h 45 min
Košutica;1018;delno zahtevna označena pot;2 h 50 min
Košutica;968;lahka neoznačena steza, delno zahtevna označena pot;2 h 40 min
Košutica;1018;zahtevna neoznačena steza;2 h 50 min
Košutica;1000;zelo zahtevna neoznačena steza;3 h
Košutica;1040;zahtevna označena pot;2 h 45 min
Košutica;1320;zahtevna označena pot;4 h 15 min
Košutica;1345;delno zahtevna označena pot;4 h 45 min
Košutnikov turn;883;zahtevna označena pot;2 h 15 min
Košutnikov turn;1050;izjemno zahtevna označena pot;4 h 30 min
Košutnikov turn;853;zelo zahtevna označena pot;2 h 45 min
Košutnikov turn;883;zahtevna označena pot;2 h 30 min
Košutnikov turn;1185;zelo zahtevna označena pot;4 h
Košutnikov turn;1385;izjemno zahtevna označena pot;5 h 45 min
Košutnikov turn;1525;izjemno zahtevna označena pot;5 h 55 min
Košutnikov turn;1325;zelo zahtevna označena pot;4 h 10 min
Kozjek;206;lahka neoznačena steza;25 min
Kozjek;176;lahka označena pot;30 min
Kozjek;166;lahka neoznačena steza;25 min
Kozjek (nad Socko);426;lahka označena pot;1 h 10 min
Krajnikov grad;97;lahka neoznačena steza;25 min
Kresišče;925;lahka neoznačena steza;2 h 50 min
Kresišče;889;zelo zahtevna označena pot;3 h 15 min
Kresišče;900;lahka neoznačena steza;3 h
Kresišče;889;lahka označena pot;3 h
Kršiše;132;lahka neoznačena steza;20 min
Kršiše;132;lahka neoznačena steza;22 min
Krvavka;804;lahko brezpotje;2 h
Kušpergarjev turn (Kušpergarjevi turni);200;delno zahtevna neoznačena pot;45 min
Leški cerkvi;235;lahka označena pot;45 min
Leški cerkvi;144;lahka označena pot;25 min
Lindeški slap;120;lahka označena pot;15 min
Ljubična gora;269;lahka označena pot;45 min
Ljubična gora;269;lahka označena pot;45 min
Lokovnikov Grintovec / Grintoutz;855;lahka neoznačena steza, delno zahtevna označena pot;2 h 40 min
Lokovnikov Grintovec / Grintoutz;850;zahtevna označena pot;2 h 45 min
Lokovnikov Grintovec / Grintoutz;900;delno zahtevna označena pot;2 h 50 min
Lokovnikov Grintovec / Grintoutz;900;zahtevna označena pot;2 h 45 min
Lokovnikov Grintovec / Grintoutz;1160;delno zahtevna označena pot;4 h
Lovska koča na Brvogih;360;lahka označena pot;1 h
Lovska koča nad Doslovško planino;285;lahka neoznačena steza;1 h
Lovska koča nad Doslovško planino;200;lahka neoznačena steza;30 min
Lovska koča Stanič;426;lahka označena pot;1 h 30 min
Lovska koča Štepih;264;lahka označena pot;1 h
Lovska koča Štepih;420;lahka neoznačena steza;1 h 35 min
Lovska koča Štepih;405;lahka označena pot;1 h 50 min
Lovska koča Štepih;420;lahka označena pot;1 h 35 min
Lubela;388;lahka označena pot;1 h 15 min
Lubela;198;lahka označena pot;45 min
Maceljska gora;400;lahko brezpotje;1 h 45 min
Maceljska gora;395;lahka označena pot;1 h 50 min
Maceljska gora;430;lahko brezpotje;1 h 35 min
Maceljska gora;420;lahko brezpotje;1 h 35 min
Mala Boncla (Bavha);246;lahka neoznačena steza;30 min
Mala Golica;424;lahka neoznačena steza;1 h 30 min
Mala Golica;671;lahka neoznačena steza;2 h 15 min
Mala Košuta;490;lahka neoznačena steza;1 h 15 min
Mala Košuta;1260;lahka označena pot, lahka neoznačena steza;5 h 45 min
Mala Peca;700;lahka označena pot;2 h 10 min
Mala Peca;901;lahka označena pot;2 h 30 min
Mala Peca;1106;lahka označena pot;3 h 20 min
Mali Javornik;700;lahko brezpotje;2 h 30 min
Mali Juhej;60;lahka neoznačena steza;12 min
Mali vrh;1100;lahko brezpotje;3 h 15 min
Malnež;246;lahka neoznačena steza;40 min
Malo Kladivo;800;delno zahtevna označena pot;2 h
Malo Kladivo;1210;delno zahtevna označena pot;3 h 5 min
Malo Kladivo;550;lahka neoznačena steza, delno zahtevna označena pot;1 h 45 min
Maloško poldne / Mallestiger Mittagskogel;900;lahka neoznačena steza;2 h 55 min
Maloško poldne / Mallestiger Mittagskogel;873;zelo zahtevna označena pot;3 h
Maloško poldne / Mallestiger Mittagskogel;950;lahka neoznačena steza;3 h 10 min
Maloško poldne / Mallestiger Mittagskogel;873;lahka označena pot;2 h 45 min
Markljev Rovt;270;lahka označena pot;1 h
Medvodnica;348;lahka neoznačena steza;1 h 30 min
Medvodnica;350;lahka neoznačena steza;1 h 25 min
Mirca;425;lahka neoznačena steza;1 h 20 min
Mirca;435;lahka neoznačena steza;1 h 10 min
Močnikova planina;300;lahka označena pot;45 min
Mojstrovica;809;lahka neoznačena steza;2 h 20 min
Mojstrovica;809;lahko brezpotje;2 h 10 min
Mornova zijalka;30;lahka označena pot;5 min
Murnovc;950;lahka neoznačena steza, lahko brezpotje;3 h
Na Možeh;726;zahtevno brezpotje;2 h 15 min
Na pečeh pri Črnem Vrhu;369;lahka neoznačena steza;1 h 5 min
Obel kamen (Olševa);685;zahtevna označena pot;2 h
Obel kamen (Olševa);680;zahtevna označena pot;1 h 55 min
Obel kamen (Olševa);590;lahka označena pot;2 h 15 min
Obel kamen (Olševa);690;zahtevna označena pot;2 h 15 min
Obel kamen (Olševa);685;zahtevna označena pot;2 h 10 min
Obel kamen (Olševa);750;zahtevna označena pot;3 h 30 min
Ostrica;327;lahka označena pot;1 h
Palec;975;zahtevna neoznačena steza;3 h
Palec;1000;zahtevna neoznačena steza;3 h
Palec;1055;zahtevna neoznačena steza;3 h 30 min
Partizanska bolnica Krtina;186;lahka označena pot;55 min
Partizanska bolnica na Formili/Boču;400;lahka označena pot;1 h 5 min
Partizanska bolnica na Formili/Boču;470;lahka označena pot;1 h 15 min
Partizanska bolnica na Formili/Boču;400;lahka označena pot;1 h 25 min
Partizanska bolnica na Formili/Boču;495;lahka označena pot;2 h
Partizanska bolnica na Formili/Boču;410;lahka označena pot;2 h 5 min
Partizanska bolnica Zima;430;lahka označena pot;3 h
Peč (Tromeja);643;lahka označena pot;1 h 40 min
Peč (Tromeja);660;lahka označena pot;2 h
Peč (Tromeja);715;lahka označena pot;2 h 15 min
Peč (Tromeja);500;lahka označena pot;2 h
Peč (Tromeja);643;lahka označena pot;1 h 45 min
Peč (Tromeja);643;lahka označena pot;1 h 50 min
Peč (Tromeja);695;lahka neoznačena steza;2 h 15 min
Peč (Tromeja);695;lahka neoznačena steza;2 h 20 min
Peč (Tromeja);660;lahka neoznačena steza;2 h 45 min
Peč (Tromeja);585;lahka neoznačena steza;2 h 15 min
Pečovnik;786;lahka neoznačena steza;2 h 35 min
Pečovnik;600;lahka neoznačena steza;2 h 35 min
Pečovnik (kota 1668);814;lahka neoznačena steza;2 h 45 min
Pečovnik (kota 1668);640;lahka neoznačena steza;2 h 45 min
Penatca;450;lahka neoznačena steza;1 h 40 min
Petelinjek (nad Korenskim sedlom);500;lahka neoznačena steza;1 h 30 min
Petelinjek (nad Korenskim sedlom);550;lahka neoznačena steza;2 h
Pikov vrh;165;lahka neoznačena steza;30 min
Pikov vrh;670;lahka neoznačena steza;2 h
Pikov vrh;595;lahka neoznačena steza;1 h 45 min
Pikov vrh;155;lahka neoznačena steza;55 min
Pikov vrh;655;lahka neoznačena steza;2 h 25 min
Plakopec (Brezejec);596;lahko brezpotje;2 h
Planica;500;delno zahtevna neoznačena pot;1 h 45 min
Planica;550;delno zahtevna neoznačena pot;2 h 15 min
Planica;880;delno zahtevna neoznačena pot;2 h 35 min
Planina Brsnina;503;lahka neoznačena steza;1 h 45 min
Planina Brsnina;520;lahka neoznačena steza;2 h 15 min
Planina Dolžanka;50;lahka označena pot;10 min
Planina Dovška Rožca;450;lahka označena pot;1 h 10 min
Planina Dovška Rožca;890;lahka označena pot;2 h 25 min
Planina Dovška Rožca;450;lahka označena pot;1 h 15 min
Planina Dovška Rožca;650;lahka označena pot;2 h 15 min
Planina Dovška Rožca;585;lahka neoznačena steza;1 h 40 min
Planina Dovška Rožca;905;lahka neoznačena steza;2 h 40 min
Planina Goreljše;365;lahka označena pot;1 h 5 min
Planina Ilovica;580;lahka označena pot;1 h 55 min
Planina Ilovica;525;lahka označena pot;3 h 35 min
Planina Javornik;427;lahka označena pot;1 h 20 min
Planina Javornik;750;lahka označena pot;2 h 15 min
Planina Javornik;575;lahka označena pot;2 h
Planina Javornik;365;lahka neoznačena steza;1 h
Planina Javornik;750;lahka označena pot;2 h 15 min
Planina Kladje / Quadiaalm;715;lahka označena pot;2 h
Planina Kladje / Quadiaalm;675;lahka označena pot;2 h 30 min
Planina Kladje / Quadiaalm;750;lahka označena pot;2 h 15 min
Planina Korošica;604;lahka označena pot;1 h 35 min
Planina Korošica;575;lahka neoznačena steza;1 h 30 min
Planina Korošica;600;zahtevna označena pot;2 h 15 min
Planina Korošica;625;zahtevna označena pot;2 h 15 min
Planina Korošica;1050;lahka označena pot;3 h 55 min
Planina Korošica;1090;lahka označena pot;4 h 15 min
Planina Možine;372;lahka neoznačena steza;1 h 30 min
Planina Planinca;450;lahka označena pot;1 h 15 min
Planina Planinca;420;delno zahtevna neoznačena pot;2 h 30 min
Planina Planinca;650;lahka označena pot;2 h 30 min
Planina Pungrat;735;lahka označena pot;2 h 40 min
Planina Pungrat;425;lahka označena pot;2 h 40 min
Planina Pungrat;660;lahka neoznačena steza;2 h 15 min
Planina Rep (Repija);160;lahka označena pot;45 min
Planina Rep (Repija);175;lahka označena pot;1 h 30 min
Planina Seča;741;lahka označena pot;2 h
Planina Seča;428;delno zahtevna neoznačena pot;1 h 15 min
Planina Seča;750;lahka označena pot;1 h 45 min
Planina Spodnja Dolga njiva;150;lahka označena pot;20 min
Planina Spodnja Dolga njiva;925;lahka označena pot;4 h 50 min
Planina Spodnja Dolga njiva;550;lahka označena pot;2 h 15 min
Planina Spodnja Dolga njiva;650;lahka neoznačena steza, lahka označena pot;3 h 15 min
Planina Spodnja Konjščica;651;lahka označena pot;1 h 45 min
Planina Spodnja Konjščica;633;lahka označena pot;1 h 45 min
Planina Spodnja Konjščica;515;lahka označena pot;2 h
Planina Spodnja Konjščica;428;lahka označena pot;1 h 15 min
Planina Spodnja Konjščica;935;lahka označena pot;3 h 10 min
Planina Stamare;461;lahka neoznačena steza;1 h 15 min
Planina Stamare;770;lahka neoznačena steza;2 h 30 min
Planina Stamare;80;lahka neoznačena steza;15 min
Planina Stamare;770;delno zahtevna neoznačena pot;2 h 30 min
Planina Stamare;515;delno zahtevna neoznačena pot;1 h 45 min
Planina Zali potok;233;lahka neoznačena steza;40 min
Planina Zgornja Dolga njiva;330;lahka označena pot;45 min
Planina Zgornja Dolga njiva;1110;lahka označena pot;5 h 15 min
Planina Zgornja Konjščica;778;lahka označena pot;2 h 15 min
Planina Zgornja Konjščica;760;lahka označena pot;2 h 15 min
Planina Zgornja Konjščica;555;lahka označena pot;1 h 45 min
Planina Zgornja Konjščica;1062;lahka označena pot;3 h 40 min
Planinska koča Velikonočnica;285;lahka označena pot;1 h 5 min
Planinska koča Velikonočnica;285;lahka označena pot;1 h 10 min
Planinska koča Velikonočnica;253;lahka označena pot;45 min
Planinski dom na kmetiji Kumer;15;lahka označena pot;45 min
Plešivec;551;lahka neoznačena steza;1 h 20 min
Plešivec;1000;lahka neoznačena steza;3 h 30 min
Plešivec;810;lahka neoznačena steza;3 h 30 min
Plešivec;620;lahka označena pot;2 h
Plešivec;600;lahka označena pot;2 h
Plešivec;600;lahka označena pot, lahka neoznačena steza;3 h 15 min
Plešivec;600;lahka označena pot, lahka neoznačena steza;2 h 15 min
Plešivec;570;lahka označena pot, lahka neoznačena steza;2 h
Plešivška kopa (Kozarnica);609;delno zahtevna neoznačena pot;1 h 30 min
Pogorevc;540;lahka neoznačena steza;1 h 45 min
Polna peč;445;lahka označena pot;1 h 15 min
Polna peč;510;lahka označena pot;1 h 30 min
Poštarski dom pod Plešivcem;223;lahka označena pot;45 min
Poštarski dom pod Plešivcem;415;lahka označena pot;2 h 20 min
Poštarski dom pod Plešivcem;345;lahka označena pot;1 h 30 min
Poštarski dom pod Plešivcem;490;lahka neoznačena steza;2 h 10 min
Potočka zijalka;420;lahka označena pot;1 h 5 min
Potočka zijalka;430;lahka označena pot;1 h 20 min
Potočka zijalka;425;lahka označena pot;1 h 10 min
Potočnikova planina;400;delno zahtevna neoznačena pot;1 h 50 min
Potoška planina;700;lahka označena pot;2 h 15 min
Potoška planina;700;lahka označena pot;1 h 50 min
Potoška planina;670;lahka neoznačena steza;2 h
Potoška planina;640;delno zahtevna neoznačena pot;2 h
